sex,Age,Married,Number_children,education_level,total_members,gained_asset,durable_asset,save_asset,living_expenses,other_expenses,incoming_salary,incoming_own_farm,incoming_business,incoming_no_business,incoming_agricultural,farm_expenses,labor_primary,lasting_investment,no_lasting_investmen
1,17,1,3,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,40,0,0,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,91,0,0,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,40,1,5,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,52,0,3,6,5,20804715,22861940,27973331,18672365,23220749,0,0,0,0,26154034,15557859,0,4061062,10952272.870093336
1,44,1,4,9,7,11973848,19285979,60530993,17812948,41781224,0,0,0,0,96485607,74685312,0,22128766,7773519.714838037
0,54,0,5,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,42,0,2,4,3,20594365,28119226,23399979,80908835,25110136,0,0,0,0,13913266,12845804,0,28336156,48775531.84773519
1,25,1,3,10,5,1559897,16015369,10099674,10143068,13372834,0,0,0,0,19752291,1646024,1,17613538,31301148.0
1,32,1,4,12,6,82606287,52049953,80076847,57388411,17520815,0,1,0,0,1040999,26692283,0,65115196,15481524.0
1,27,1,3,10,5,20651573,1601537,23399979,16682677,10602175,0,1,0,1,41639962,96981966,0,18881296,3835503.0
1,22,1,3,9,5,10089683,22861940,38693707,18017291,72069163,0,1,0,0,18017291,1501441,0,18681934,81745118.0
1,41,1,5,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,0,2,8,4,43245597,24132570,25821159,19298611,29997685,0,0,0,0,15418198,73607478,0,27697174,56903324.45799868
1,49,1,1,12,4,34392202,27408288,95800222,62009514,3326524,0,0,0,0,18198673,13147724,0,67157766,44318196.58361968
1,28,1,2,9,4,24781887,17809091,23399979,25357668,20819981,1,0,0,0,22554979,11221881,1,20607587,27237251.0
1,19,1,1,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,63,0,1,1,5,26340046,19692236,23399979,25944005,35021370,0,0,0,0,25888349,30532013,0,32180467,22398359.207151692
1,23,1,2,8,4,28912201,14387760,20206436,59156227,65247458,1,0,0,0,35838716,36964740,1,14526280,15448606.141689084
1,21,1,0,10,2,65401855,33263922,80076847,27226129,46124264,1,0,0,0,37369196,77852494,1,48804745,20797737.0
1,80,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,37,1,6,10,9,37172832,23510564,35233814,40038425,60698254,0,0,1,1,17083061,51605082,0,28028616,62709068.0
1,22,1,3,8,5,1753683,80076849,86296158,15081141,76873773,1,0,0,1,66730708,14436076,1,23888196,40461049.0
1,24,1,3,11,5,41303144,15294678,23399979,40038424,18417675,0,1,0,0,3203074,69399935,0,16028017,24289978.0
1,28,1,3,3,5,65401855,16415755,32030739,17616907,36515045,0,0,1,1,53384566,47156363,0,28000781,92439827.0
1,33,0,3,12,4,41303146,24743747,23399979,1508114,19298521,0,1,0,0,98761454,19018252,0,349599,68265514.0
1,76,0,0,4,2,32030739,80076851,2309178,11677873,15214602,0,1,0,0,24890554,97315617,0,13873129,17739247.0
1,22,1,5,9,7,62030194,28555405,23399979,40705733,24343363,0,0,0,1,88084536,11177394,0,97119873,34719986.0
0,58,1,3,8,5,6712542,16736061,23399979,26692283,73670702,1,0,0,0,1601537,53384566,1,2505014,13346142.0
1,34,1,3,10,5,23269824,18737982,44843035,46444573,3071748,0,0,0,0,21353827,17794855,0,42488269,11468784.0
1,38,0,7,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,1,7,3,28912201,51249184,23399979,18684598,74631624,1,0,0,0,10676913,3558971,1,54452259,3558971.0
1,80,0,0,1,1,82606287,2642536,23399979,26692283,56053793,0,1,0,0,26692283,22243569,0,52302895,22243569.0
1,27,1,4,10,6,33042515,66287613,23399979,13879987,65823169,1,0,0,0,56053796,46711496,1,10427888,14280372.0
1,56,0,2,8,4,52593655,28178246,18345434,53384566,53846332,0,0,0,0,53384566,40879986,0,11660516,48671430.373546906
1,20,1,1,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,45,0,0,9,1,28912201,11531066,23399979,10009606,72069163,1,0,0,0,13346142,17794856,1,16335677,20063698.0
1,36,0,1,9,2,48880596,22261365,23399979,2936151,19218445,0,0,0,0,24823823,15454832,0,27469733,16389063.0
1,24,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,36,0,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,39,1,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,50,0,0,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,1,10,3,30858437,31701978,32136137,72607054,71366594,0,0,0,0,54632904,34906989,0,30535891,40552812.373637766
1,21,1,1,6,3,28205856,13444316,23399979,41552085,46652996,0,0,0,0,43586458,64357150,0,18885521,65610447.25155047
1,30,0,3,1,4,10249837,22861940,99926758,6406148,29147974,1,0,0,0,6406148,73403776,1,16782457,24757092.0
1,51,1,4,7,6,16655985,22861940,12897902,15348063,1040999,0,1,0,0,24957285,12122747,0,6087558,25335426.0
0,24,0,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,68,0,1,3,3,34622586,18430120,24679150,16623301,74517207,0,0,0,0,30028818,40446969,0,55924281,41467504.45653184
1,53,1,4,8,6,12572066,56053795,1943873,33098431,76553467,0,1,0,1,26158438,82301201,0,83325989,14502808.0
1,27,1,3,10,5,82606287,17616907,23399979,46711493,35458031,0,0,1,1,46711493,22910876,0,23728043,38926246.0
1,22,1,2,8,4,82606287,14173602,38436887,26692283,69987168,0,0,0,0,14680755,20241648,0,16441049,40461054.0
1,23,1,3,10,5,17142671,11851374,23399979,80076847,23862902,0,0,1,1,21353827,77852494,0,29154199,50492902.0
1,30,1,5,7,7,9209928,28210185,23399979,67212492,34893834,0,0,0,1,21296012,78184512,0,41362639,37786076.17144991
1,64,0,0,2,1,42296739,20264117,22668597,12224402,53229963,0,1,0,0,11768289,9536618,0,44859113,11801140.574571881
1,25,1,1,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,38,1,5,14,7,26746432,2338244,80076847,20019212,26265207,0,0,0,0,68065324,64395137,1,51169873,65055771.0
1,38,0,0,2,2,17849664,22861940,29064172,24625231,7203245,0,0,0,0,26554479,5669442,0,15897956,4463662.46361482
1,22,1,2,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,48,1,5,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,37,1,1,8,3,38775808,23632908,29431276,16742754,36501206,0,0,0,0,13928130,77749837,0,29714258,63484554.61078672
1,22,1,0,9,2,65680253,32500633,73381330,23878370,42196227,0,0,0,0,33947042,79799153,0,43452737,23765462.559894122
1,34,1,5,11,7,38415656,24263286,23399979,68065324,22581671,0,1,0,0,11210759,17461202,0,74690466,54830403.0
1,39,1,3,1,5,35524435,78635468,23399979,66730708,48046112,0,1,0,0,46711493,38926247,0,48320715,17238766.0
1,18,1,3,9,4,20651573,66463783,48046108,6406148,3074951,0,0,1,1,3203074,53384566,0,87115356,888853.0
1,27,1,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,25,1,1,8,3,28912201,11969561,23399979,27418733,3221733,0,0,0,0,16373019,33495726,0,10240362,38592987.37097237
1,25,1,3,6,5,71425879,39237656,23399979,53384566,10714282,0,1,0,1,14947679,8345788,0,11883137,4091037.0
1,19,1,0,7,2,28912201,17456754,1601537,43775347,11130682,0,0,0,0,30028818,31363432,0,17937215,1601537.0
1,28,0,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,0,1,10,3,28912201,43745924,23399979,63860739,63635872,0,0,0,0,45859352,36640276,0,52892452,34907067.51824889
1,60,0,1,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,49,0,5,10,7,14391150,10477219,23399979,22262753,15971194,0,0,0,0,17218349,20094081,0,26123998,13104248.592469612
1,57,0,1,8,4,16650104,18426419,23399979,18684598,15548369,0,0,0,0,30642921,46255255,0,20923144,96617625.90482098
1,42,1,4,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,47,0,2,4,3,18744689,24827644,23399979,84061691,27257231,0,0,0,0,14039380,12635614,0,25092813,49432376.821860924
1,36,1,5,8,7,25501318,13907111,80076849,27389685,27199100,1,0,0,1,63098142,9267104,1,17858030,4836313.660337286
1,36,0,1,18,3,36350497,89045456,48046108,61392255,19378597,0,0,0,0,40038424,20019212,1,46151904,70067245.0
1,28,1,3,5,5,54078564,46844958,23399979,58723021,23542593,0,1,0,0,54719181,55386484,0,11157374,17636925.0
1,31,1,1,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,1,3,1,5,20980135,22861940,20927399,31229971,2138052,0,1,0,0,17416716,43308231,0,49800555,45797283.0
1,31,0,5,5,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,38,0,4,10,6,41303144,16495831,23399979,26692283,60858407,0,0,0,0,42707653,35589712,1,23234933,10138618.0
1,28,1,2,7,4,28912201,32991661,23399979,1601537,20819981,0,1,0,0,13105911,3203074,0,68310013,1227845.0
1,37,0,5,3,7,92590485,21941057,23399979,18684598,52049953,0,0,1,1,14680757,22810781,0,12606261,44294731.0
1,27,1,2,10,4,19207828,21156303,80076847,16015369,25336315,0,1,0,1,25090746,68065324,0,436633,96626068.0
1,52,1,3,1,7,41823944,12812296,23399979,26692283,70467629,0,1,0,0,53384566,36034582,0,6040177,14280372.0
1,33,1,3,10,5,20446922,24711716,32030739,2936151,34032661,0,0,1,1,53384566,73848659,0,50972217,67776154.0
1,29,1,2,9,4,30696155,24184902,28390966,9875903,32681858,0,0,0,0,37343777,73426528,0,41393093,63090557.431786954
1,25,1,1,10,3,16521257,20259444,23399979,56721101,33071739,1,0,0,0,93422985,14992166,1,28878253,14992166.0
1,39,1,9,9,12,33792432,80076847,22492825,40572273,25464437,0,1,0,1,4276104,39815989,0,53936407,18662354.0
1,51,1,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,4,9,6,1712043,22861940,14565674,61392255,30269049,0,1,0,1,72069163,32742535,0,21879538,33890305.0
1,30,1,3,12,5,29878326,23702748,23399979,76740313,70067245,1,0,0,0,33365355,21465046,1,54221692,70311923.0
0,33,1,2,10,4,20651573,14958356,19218445,1321268,12139651,0,0,0,1,25357668,15459281,0,18064513,21565142.0
1,23,1,3,14,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,33,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,1,14,3,11370913,24023054,39833465,91421068,18417675,0,0,1,1,1134422,12039331,0,15002208,26027756.0
1,45,0,1,1,3,26724852,84296762,22661820,23449985,34218382,0,0,0,1,32266987,11116693,0,89399146,25576074.563797224
1,49,0,2,5,4,30509154,22497989,16784915,17734227,49956835,0,1,0,0,6552611,11307106,0,38209190,15765136.19204466
1,23,1,3,9,5,41303144,14413834,23399979,62726867,31358095,0,0,1,1,22688441,75628144,0,15387402,19974725.0
1,25,1,2,9,4,37235736,1297245,12316391,26692283,46444572,0,0,1,1,28026897,17523485,0,42680963,30696127.0
1,52,1,2,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,56,1,7,14,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,59,1,0,8,3,28735547,23919256,39567038,12290717,46032516,0,0,0,0,11541892,85988036,0,32161789,74944168.92103365
1,25,0,3,9,4,2466367,22861940,45125214,36301506,89686069,0,0,0,0,26692283,13635309,0,3420127,24312222.0
1,35,1,2,10,4,47157024,18097368,12812296,84080696,35666229,1,0,0,1,10009606,47667971,1,24414607,24946163.0
1,48,1,2,4,5,8301770,17339350,40084378,9025653,95400091,0,1,0,0,4869910,71325540,0,32130727,36820563.66564543
1,64,1,5,7,7,16521257,60057636,23399979,12011528,52850723,1,0,0,0,12011528,10009606,1,94195801,67731671.0
1,28,1,4,10,6,41410913,17128438,23399979,26692283,10249837,0,0,1,1,10676913,10565696,0,60413147,5636298.0
1,23,1,0,6,3,18542265,16189717,23399979,16773542,96348373,0,0,0,0,32951895,82786779,0,23475691,74632945.55358762
1,54,0,0,9,1,72700995,22261365,23399979,26692283,42440729,0,1,0,0,12011528,29695165,0,99446667,16262274.0
1,32,1,6,6,8,40412497,12011527,64061478,23355746,14253679,0,0,0,0,30028818,80076849,0,54345868,77674545.0
1,43,1,4,14,7,71461902,20819981,23399979,35233815,10233822,0,0,1,1,3203074,46711496,0,74504828,14093525.0
1,35,1,1,6,3,33573711,30091565,10742766,81963841,42005110,0,1,0,0,77236126,28301332,0,61676202,32849202.604172077
1,25,0,2,9,3,81245158,18578468,23399979,29471178,19037851,0,0,0,0,70123936,68838939,0,17106373,68838939.48304191
1,27,1,4,8,6,11151849,17360661,11210759,48046112,28187052,0,0,1,1,3203074,36034581,0,298578,46671452.0
1,39,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,43,1,1,3,3,18337599,22861940,11795358,53384566,16335678,0,0,0,0,53384566,20464084,0,79148279,33810225.0
1,36,1,5,8,7,26161044,10490067,23399979,11344221,28203066,0,1,0,1,73403783,50826559,0,37932339,15092262.0
1,27,0,2,9,4,30314979,45947239,22324669,23271904,12251731,0,0,0,0,33429763,28532550,0,79480750,18268636.89033477
1,27,1,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,43,0,2,1,4,41303144,14093526,23399979,37369196,88084536,1,0,0,0,18417675,28694203,1,15787787,22888632.0
0,20,1,1,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,35,0,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,71,0,3,17,5,88885307,22861940,41101158,24023058,11210759,0,1,0,0,24023056,32831508,0,14299631,13087227.0
1,54,1,7,9,9,12178716,257367,19218445,3203074,28203066,0,1,0,0,12612103,19852387,0,15801392,27696581.0
1,21,1,1,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,4,9,6,28912201,98334373,23399979,10009606,17616907,1,0,0,0,20019212,70067245,1,10057652,24623632.0
1,29,0,5,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,42,0,1,9,4,24198536,16185016,10886219,19098053,13836701,1,0,0,0,17790537,24437963,1,19146255,93918399.75858463
1,37,1,6,4,9,76069229,11162713,19218445,40038425,28587435,0,0,0,0,42707653,71624285,0,21171942,40407669.0
1,26,1,3,7,5,65401855,15614986,88084534,5939033,22261364,0,0,0,1,26692283,75628144,0,22875864,1214054.0
1,52,1,5,13,9,8189507,7664106,22295335,11168240,9424529,0,0,0,0,13038820,15526316,0,15275112,16557798.071790019
0,73,0,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,1,2,9,4,23269824,26537469,23399979,92088375,23542593,0,1,0,1,45003189,11580003,0,507522,14996615.0
1,53,0,0,4,2,21177064,30499386,24553840,15056493,86650907,1,0,0,0,31227413,46527889,1,57156514,45921402.52728271
1,26,1,3,11,5,37172832,12171681,23399979,98361063,20147335,0,0,0,0,10276529,97871703,0,16049118,28485115.0
1,18,1,3,10,3,1473414,22861940,8548204,26692283,60858406,0,0,0,1,30028818,37369194,0,39056421,40038422.0
1,34,1,4,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,1,3,10,5,35342856,27058549,16923450,56256146,56890655,0,0,0,0,51743663,37677324,0,22819756,47660718.62159482
1,27,0,2,17,4,57458893,39337918,23399979,13273802,43628285,0,0,0,0,21209147,88149208,1,48638365,10295394.088265263
0,45,0,2,14,3,73662476,96092216,23399979,53384566,60858407,0,1,0,0,11210759,32698047,0,17616084,14160256.0
1,35,1,4,8,6,14739521,16635101,87101439,26692283,25512250,0,0,0,0,56676900,15415556,0,32417977,7663630.48917126
1,37,1,4,9,6,15262648,22861940,20562209,15161217,46844955,0,0,0,0,74738393,14235884,1,52010986,14235884.0
1,29,1,2,6,4,21565671,58857732,23399979,18020461,13835988,0,0,0,0,30028818,40936222,0,86204337,29301922.2367531
1,22,1,1,12,3,14894295,1601537,39077503,26692283,51249185,1,0,0,0,30028818,46711496,1,1601537,20686519.0
1,25,0,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,42,0,1,7,3,20651573,56854565,23399979,10676913,89686069,0,0,0,0,70734549,58945453,0,79908447,58945453.0
1,30,1,5,10,7,38196658,22861940,14049292,53384566,56053795,0,0,0,0,53384566,37814066,0,12122301,52227898.0
1,64,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,50,0,5,11,8,11982887,8938076,23399979,18385817,14110264,0,0,0,0,15350958,18699461,0,22855055,13914635.881368948
1,23,1,2,9,4,41303144,79276085,23399979,14680755,24503517,1,0,0,0,29895358,23578182,1,8901178,35723174.0
0,52,1,0,9,2,20206248,12892372,48046112,34833429,14573987,1,0,0,0,11157374,12678834,1,34700159,60724945.0
1,29,1,4,8,6,36593155,24446198,21906911,19314388,75420585,0,0,0,0,30995146,46413714,0,61386534,20381541.625028577
1,36,0,2,5,4,12089937,81882383,23472127,39436477,18430263,0,0,0,0,53946482,37450775,0,21440719,54739498.97842522
1,49,0,3,6,4,86483002,22861940,13630605,14547294,28203066,0,1,0,0,14547294,10114151,0,1341923,13917801.0
1,30,1,1,14,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,1,4,9,6,82606287,19827028,48046112,20686522,22741825,1,0,0,0,30028818,31363432,1,27347516,69399939.0
1,42,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,53,1,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,2,8,4,82606287,22861940,23399979,73403776,76073008,1,0,0,0,6406148,53384566,1,82606287,17349985.0
1,24,0,2,7,4,27857061,2642608,23589413,27453124,24627367,0,0,0,0,28613232,10535671,0,16279710,30497372.280504856
1,34,0,2,5,4,18383582,11346118,18853865,73073780,10795128,0,0,0,0,27732668,19852068,0,17460553,16000919.484186644
0,40,0,2,4,4,45643803,22861940,89343269,41373043,38757195,0,1,0,0,47779188,93200558,0,56180267,41884642.0
1,36,1,3,8,6,83646683,20243428,6406148,40038424,14573987,0,0,0,0,20019212,48468738,0,3499823,14723019.0
1,32,1,2,10,4,5714122,15534909,23399979,93422991,16495831,0,1,0,1,49380727,37814072,0,22209953,17461201.0
1,24,1,7,10,8,21941057,80076851,41554736,48846878,45835987,0,0,0,0,48046112,12959103,0,47169919,96639412.0
1,25,1,3,8,5,16928246,2722613,12665298,43241501,25944899,0,0,0,0,3203074,20019212,0,23904657,3002882.0
1,39,1,5,14,8,18577829,3203074,12072157,24023058,20980135,0,1,0,0,24023056,20019212,0,22602773,60724945.0
1,28,1,2,8,4,65831344,20607297,18389782,78456200,56952119,1,0,0,0,8111340,50679416,1,55069407,20944571.68259246
1,62,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,57,0,4,6,6,82606287,25624592,23399979,42707652,18577829,0,0,0,0,30028818,82879543,0,13385547,25904861.0
1,22,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,1,0,5,3,17855722,22067196,23053153,18583555,97268777,0,0,0,0,46523448,78431876,0,21818265,76422623.13265929
1,26,1,5,9,7,28912201,20259444,23399979,25891516,15374755,0,1,0,0,22955363,13390628,0,24743747,30206766.0
1,33,1,0,9,2,26553482,6406148,65245468,38436887,57495178,0,0,0,0,38436887,10943837,0,337604,75005317.0
1,54,0,2,5,3,13326899,15252245,22040200,89576931,27500557,0,0,0,0,16941243,12551807,0,15784790,44596181.69298957
1,26,0,3,13,5,17933545,78364175,88154859,17977698,91556105,0,0,0,0,50385821,16465983,0,98518174,19234312.019666668
1,58,0,1,9,4,16521257,18417676,23399979,18684598,15374755,1,0,0,0,30028818,46711496,1,20710416,96759529.0
1,25,1,4,7,6,14654063,22861940,57848663,53491335,56854563,0,0,0,0,24023056,46711496,0,24710065,14413832.0
1,42,1,7,8,9,24781887,18978214,23399979,18684598,26505438,0,1,0,0,69399939,17461202,0,34348773,87661905.0
1,37,1,0,4,2,27858759,69478940,23399979,24816158,21016919,0,0,0,0,30028818,19731468,0,82852387,21454348.842848647
1,41,0,2,1,4,40350924,14737975,22520407,35986129,88084536,0,0,0,0,18476528,27721479,0,17579425,23127317.170255803
1,46,1,2,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,0,5,8,7,23721319,9617372,84189222,29091166,24896361,0,0,0,1,77324186,12130459,0,21642781,5897204.697329778
1,28,1,5,11,8,67857123,64061478,69362564,26692283,27594482,0,0,1,1,30028818,89792839,0,11601533,90017059.0
0,31,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,4,9,6,57824402,15823186,96092224,36301506,32190895,0,0,1,0,54986105,1999697,0,21845856,17414492.0
